"pwsid","huc12","num_facilities","npdes_permits","total_permit_eff_viols","total_open_usts","total_facilities_w_rmps","streams_303d_list"
"CT1480011",11000040104,2,1,0,10,1,2
"CT1480011",11000040105,3,4,0,219,3,10
"CT1480011",11000040204,1,1,0,33,0,0
"CT1480011",11000040206,2,0,0,56,0,6
"CT1490021",11000050602,2,0,0,8,0,1
"CT1500011",11000050602,2,0,0,8,0,1
"CT1500021",11000050703,4,0,0,9,0,1
"CT1500031",11000050703,3,0,0,9,0,1
"CT1500051",11000050703,6,0,0,9,0,1
"CT1500091",11000050703,2,0,0,9,0,1
"CT1500321",11000050703,3,0,0,9,0,1
"CT1500341",11000050602,2,0,0,8,0,1
"CT1501111",11000050702,2,3,0,22,0,0
"CT1510011",11000050701,2,0,0,0,0,0
"CT1510011",11000051104,7,0,0,0,0,1
"CT1520061",11000030203,2,5,0,99,0,4
"CT1530011",11000050901,8,0,0,6,0,0
"CT1548011",11000040201,3,0,0,0,0,0
"CT1570011",11000060102,2,0,0,8,0,0
"CT1600031",11000020108,4,2,0,83,0,1
"CT1600041",11000020108,4,2,0,83,0,1
"CT1600051",11000020205,3,1,0,7,0,0
"CT1600061",11000020108,1,2,0,83,0,1
"CT1600071",11000020108,1,2,0,83,0,1
"CT1600101",11000020204,2,0,0,25,0,1
"CT1606111",11000020108,1,2,0,83,0,1
"CT1606211",11000020108,1,2,0,83,0,1
"CT1609141",11000020204,4,0,0,25,0,1
"CT1620011",10802070101,3,0,0,25,0,0
"CT1630011",11000020206,3,0,0,15,0,3
"CT1630021",11000020303,2,2,0,24,0,4
"CT1631031",11000020303,2,2,0,24,0,4
"CT1660011",11000051203,1,0,0,50,0,3
"CT1662051",11000051203,3,0,0,50,0,3
"CT1666011",11000051203,3,0,0,50,0,3
"CT1669011",11000051203,2,0,0,50,0,3
"CT1680011",11000050901,2,0,0,6,0,0
"CT1680011",11000050903,2,0,0,34,0,2
"CT1680021",11000050903,1,0,0,34,0,2
"CT1680031",11000050903,3,0,0,34,0,2
"CT1680031",11000051003,1,1,0,51,0,5
"CT1680041",11000050901,4,0,0,6,0,0
"CT1680051",11000050903,1,0,0,34,0,2
"CT1680061",11000050903,1,0,0,34,0,2
"CT1680071",11000050903,1,0,0,34,0,2
"CT1690021",11000010401,2,0,0,3,0,4
"CT1690031",11000010401,1,0,0,3,0,4
"CT1691171",11000010401,1,0,0,3,0,4
"CT1698011",11000010401,2,0,0,3,0,4
"CT1698041",11000010401,2,0,0,3,0,4
"CT1698051",11000010401,2,0,0,3,0,4
"CT1699011",11000010401,2,0,0,3,0,4
"CT1699081",11000010105,2,2,0,4,0,3
"RI1000009",10900040605,2,1,0,7,0,1
"RI1000035",10900050403,3,2,0,11,0,3
"RI1000040",10900050101,2,1,0,9,0,7
"RI1000045",10900050301,2,3,0,10,0,2
"RI1000098",10900050102,2,0,0,0,0,5
"RI1559511",10900040603,4,5,0,66,0,4
"RI1559511",10900040904,1,6,0,26,0,2
"RI1559512",10900050205,4,2,0,18,0,6
"RI1559512",10900050303,8,6,0,25,0,4
"RI1559513",10900050403,4,2,0,11,0,3
"RI1559517",10900040904,3,6,0,26,0,2
"RI1559517",10900040908,5,16,0,27,2,6
"RI1559517",10900040912,3,2,0,7,0,1
"RI1559518",10900030205,1,4,0,24,0,3
"RI1559518",10900030208,2,13,0,77,0,13
"RI1583825",10900030204,1,2,0,12,0,4
"RI1592010",10900040907,3,4,0,20,0,5
"RI1592010",10900040910,4,7,0,12,1,9
"RI1592010",10900040911,3,2,0,25,0,2
"RI1592012",10900050202,2,1,0,1,0,7
"RI1592020",10900030203,1,1,0,4,0,4
"RI1592021",10900030207,8,6,0,9,0,6
"RI1592023",10900040907,1,4,0,20,0,5
"RI1592024",10900040606,1,1,0,6,0,2
"RI1615619",10900040803,1,8,0,62,0,3
"RI1615623",10900050403,3,2,0,11,0,3
"RI1615624",10900050201,7,1,0,6,0,5
"RI1615626",10900040905,2,10,0,85,1,13
"RI1647511",10900050403,2,2,0,11,0,3
"RI1647512",10900050403,2,2,0,11,0,3
"RI1647516",10900030202,1,3,0,2,0,9
"RI1647529",10900050204,2,2,0,12,0,6
"RI1647530",10900030207,4,6,0,9,0,6
"RI1647530",10900030208,5,13,0,77,0,13
"RI1858411",10900030202,6,3,0,2,0,9
"RI1858421",10900050201,3,1,0,6,0,5
"RI1858422",10900050201,3,1,0,6,0,5
"RI1858435",10900040605,1,1,0,7,0,1
"RI1900020",10900040602,1,0,0,7,0,1
"RI1900034",10900030204,2,2,0,12,0,4
"RI1900053",10900050102,3,0,0,0,0,5
"RI2000053",11000010301,1,0,0,0,0,4
"RI2000059",10900030204,2,2,0,12,0,4
"RI2000083",10900040502,2,9,0,122,0,14
"RI2000165",10900050202,2,1,0,1,0,7
"RI2051311",10900040910,1,7,0,12,1,9
"RI2519424",10900030203,2,1,0,4,0,4
"RI2585312",10900050201,2,1,0,6,0,5
"RI2674924",10900050403,1,2,0,11,0,3
"RI2674925",10900050205,2,2,0,18,0,6
"RI2674928",10900050403,1,2,0,11,0,3
"RI2753326",10900040910,2,7,0,12,1,9
"RI2942525",10900050202,2,1,0,1,0,7
"RI2943224",10900030203,3,1,0,4,0,4
"RI2973130",10900030203,4,1,0,4,0,4
"RI2980001",10900020502,1,9,0,19,0,9
"RI2980003",10900040910,1,7,0,12,1,9
"RI2980017",10900050403,1,2,0,11,0,3
"RI2980146",10900030203,2,1,0,4,0,4
"RI2980323",10900040604,1,0,0,3,0,1
"RI2980414",10900030202,1,3,0,2,0,9
"RI2980423",10900050205,1,2,0,18,0,6
"RI2980426",10900050201,2,1,0,6,0,5
"RI2980447",10900050102,1,0,0,0,0,5
"VT0000196",41504020107,1,11,0,33,0,2
"VT0005001",41504080602,1,3,0,5,0,8
"VT0005002",41504020203,1,7,0,9,0,0
"VT0005003",41504020306,2,8,0,10,0,1
"VT0005004",41504020203,3,7,0,9,0,0
"VT0005005",41504080501,1,1,0,3,0,0
"VT0005006",41504080501,1,1,0,3,0,0
"VT0005007",41504080501,1,1,0,3,0,0
"VT0005010",41504080602,1,3,0,5,0,8
"VT0005012",41504020307,1,15,1,24,0,1
"VT0005013",20200030202,1,0,0,0,0,3
"VT0005013",20200030205,1,0,0,7,0,0
"VT0005016",20200030701,1,2,0,1,0,0
"VT0005016",20200030702,1,4,0,38,0,2
"VT0005017",20200030704,6,10,0,25,0,1
"VT0005020",41504010201,5,5,0,2,0,0
"VT0005021",41504020101,6,1,0,4,1,0
"VT0005022",20200030203,2,10,0,1,0,2
"VT0005024",10801070304,4,2,0,11,0,0
"VT0005026",20200030702,1,4,0,38,0,2
"VT0005027",20200030702,2,4,0,38,0,2
"VT0005028",10802030104,1,0,0,2,0,0
"VT0005029",10801030204,1,2,0,5,0,0
"VT0005029",10801030205,1,0,0,1,0,1
"VT0005033",10801020102,1,2,0,1,0,0
"VT0005037",10801020402,1,4,0,3,0,0
"VT0005038",41504050102,4,2,0,14,0,0
"VT0005039",41504050102,2,2,0,14,0,0
"VT0005040",10801020102,5,2,0,1,0,0
"VT0005041",10801020103,1,0,0,0,0,0
"VT0005042",10801030204,3,2,0,5,0,0
"VT0005043",10801030206,1,2,0,0,0,0
"VT0005045",10801020203,1,1,0,13,0,0
"VT0005048",10801020103,1,0,0,0,0,0
"VT0005049",10801020301,1,2,0,2,0,0
"VT0005051",41504030604,5,2,0,1,0,1
"VT0005052",41504030604,1,2,0,1,0,1
"VT0005053",41504081604,1,41,0,88,1,21
"VT0005056",41504080801,1,15,0,20,0,1
"VT0005070",41504080801,2,15,0,20,0,1
"VT0005076",41504030701,1,7,0,3,0,0
"VT0005078",41504030702,1,24,0,11,0,0
"VT0005084",41504030702,1,24,0,11,0,0
"VT0005086",41504030702,2,24,0,11,0,0
"VT0005090",41504080802,1,33,0,58,0,6
"VT0005092",41504080802,2,33,0,58,0,6
"VT0005093",41504080801,1,15,0,20,0,1
"VT0005094",41504080801,1,15,0,20,0,1
"VT0005095",41504080801,2,15,0,20,0,1
"VT0005096",41504050201,2,4,0,7,0,0
"VT0005100",41504030703,1,13,0,21,0,4
"VT0005104",10801010405,1,1,0,3,0,3
"VT0005105",41505000301,4,2,0,7,0,0
"VT0005106",10801010304,1,0,0,4,0,0
"VT0005107",10801010305,1,0,0,6,0,2
"VT0005110",10801020102,1,2,0,1,0,0
"VT0005112",10801010903,4,3,0,1,0,1
"VT0005113",10801030201,2,0,0,2,0,5
"VT0005114",41504070401,1,1,0,1,0,0
"VT0005115",41504070302,8,0,0,0,0,0
"VT0005116",41504070402,2,3,0,18,0,4
"VT0005117",41504050305,1,4,0,8,0,2
"VT0005118",41504050202,2,9,0,7,0,0
"VT0005119",41504070501,1,3,0,5,0,0
"VT0005120",41504081101,1,0,0,1,0,3
"VT0005121",41504081204,1,17,0,28,0,7
"VT0005125",41504070301,1,0,0,4,0,0
"VT0005126",41504070204,1,0,0,0,0,2
"VT0005127",41504070503,1,2,0,0,0,1
"VT0005130",41504081202,1,12,0,7,1,2
"VT0005130",41504081204,2,17,0,28,0,7
"VT0005132",41504081204,1,17,0,28,0,7
"VT0005133",41504081201,1,16,0,37,0,3
"VT0005134",41504070602,1,5,0,0,0,0
"VT0005136",41504081604,1,41,0,88,1,21
"VT0005137",41504081102,1,1,0,3,0,0
"VT0005139",41504081604,1,41,0,88,1,21
"VT0005149",41504050304,2,1,0,1,0,0
"VT0005150",41504050303,2,2,0,13,0,1
"VT0005151",41504050303,9,2,0,13,0,1
"VT0005152",41504050106,1,16,0,19,0,1
"VT0005153",41504050301,1,1,0,16,0,2
"VT0005154",41504050107,1,4,0,6,0,0
"VT0005155",41504050301,1,1,0,16,0,2
"VT0005156",41504050107,1,4,0,6,0,0
"VT0005156",41504050303,1,2,0,13,0,1
"VT0005158",41504050107,2,4,0,6,0,0
"VT0005160",41504050106,2,16,0,19,0,1
"VT0005162",41504050106,1,16,0,19,0,1
"VT0005163",41504030602,3,29,0,24,0,2
"VT0005165",41504030602,1,29,0,24,0,2
"VT0005168",41504030603,2,6,0,4,0,1
"VT0005169",41504050302,2,1,0,1,0,0
"VT0005170",10801040104,2,0,0,3,0,0
"VT0005171",10801050201,2,1,0,12,0,0
"VT0005174",10801040205,1,2,0,26,0,2
"VT0005175",10801030703,5,2,0,20,0,3
"VT0005176",10801030602,1,3,0,3,1,0
"VT0005177",10801050302,2,1,0,6,0,1
"VT0005179",10801050203,5,2,0,4,0,2
"VT0005180",10801050302,1,1,0,6,0,1
"VT0005181",10801040205,2,2,0,26,0,2
"VT0005182",10801040205,1,2,0,26,0,2
"VT0005184",10801040205,1,2,0,26,0,2
"VT0005185",41504030102,1,2,0,13,0,0
"VT0005186",41504030101,2,0,0,12,0,1
"VT0005188",41505000202,2,1,0,5,0,0
"VT0005189",41505000102,1,2,0,12,0,1
"VT0005190",41505000103,1,3,0,6,0,0
"VT0005191",41505000204,1,1,0,8,0,1
"VT0005194",41505000201,2,0,0,2,0,1
"VT0005195",41505000303,2,4,0,27,0,0
"VT0005198",41504050101,4,0,0,3,0,0
"VT0005199",41504050101,1,0,0,3,0,0
"VT0005200",41505000203,2,0,0,0,0,0
"VT0005201",41504070105,1,0,0,0,0,1
"VT0005202",41505000204,2,1,0,8,0,1
"VT0005204",41504070104,5,0,0,8,0,1
"VT0005205",41504070105,1,0,0,0,0,1
"VT0005206",41504070103,2,0,0,3,0,1
"VT0005207",41504070103,2,0,0,3,0,1
"VT0005208",41504070301,4,0,0,4,0,0
"VT0005211",41504020303,3,2,0,3,0,0
"VT0005212",41504010303,2,3,0,17,0,0
"VT0005213",41504010303,2,3,0,17,0,0
"VT0005217",41504020101,2,1,0,4,1,0
"VT0005218",41504010305,1,0,0,13,0,0
"VT0005220",41504020109,2,6,0,45,1,4
"VT0005221",41504020109,1,6,0,45,1,4
"VT0005225",41504020301,6,4,0,7,0,0
"VT0005225",41504020302,1,5,0,7,0,0
"VT0005227",41504010302,2,4,0,14,1,0
"VT0005228",41504020109,1,6,0,45,1,4
"VT0005229",41504020107,1,11,0,33,0,2
"VT0005237",41504020109,1,6,0,45,1,4
"VT0005238",41504020107,2,11,0,33,0,2
"VT0005240",10801060201,1,18,0,20,0,2
"VT0005241",41504020105,1,3,0,3,1,0
"VT0005242",41504020103,1,2,0,8,2,0
"VT0005243",41504020103,1,2,0,8,2,0
"VT0005244",41504020108,2,3,0,0,0,0
"VT0005247",41504030101,1,0,0,12,0,1
"VT0005247",41504030102,1,2,0,13,0,0
"VT0005248",41504030102,29,2,0,13,0,0
"VT0005253",41504030101,1,0,0,12,0,1
"VT0005254",41504030102,3,2,0,13,0,0
"VT0005255",41504030103,1,9,0,56,0,2
"VT0005258",41504030402,2,2,0,10,0,1
"VT0005261",41504030201,2,2,0,5,0,1
"VT0005262",41504030203,2,2,0,2,0,0
"VT0005264",41504030204,3,5,0,22,0,3
"VT0005267",41504030204,1,5,0,22,0,3
"VT0005268",41504030502,1,5,0,18,0,1
"VT0005269",41504030202,1,0,0,7,0,2
"VT0005272",41504030103,1,9,0,56,0,2
"VT0005275",41504030401,3,2,0,29,0,1
"VT0005277",41504030202,10,0,0,7,0,2
"VT0005281",41504030502,15,5,0,18,0,1
"VT0005282",41504030502,2,5,0,18,0,1
"VT0005283",41504030502,2,5,0,18,0,1
"VT0005284",41504030601,12,4,0,21,1,0
"VT0005287",41504030601,1,4,0,21,1,0
"VT0005289",41504030302,1,2,0,4,0,1
"VT0005290",10801070406,6,1,0,4,0,0
"VT0005290",10801070506,1,3,0,19,0,0
"VT0005291",10802030103,2,23,0,27,0,3
"VT0005294",10801070303,2,1,0,8,0,0
"VT0005298",10801060703,3,4,0,13,1,3
"VT0005303",10801070102,1,1,0,6,0,0
"VT0005304",10801060603,1,6,0,11,1,0
"VT0005305",10801070306,15,1,0,4,0,2
"VT0005306",10801070501,1,3,0,21,0,2
"VT0005309",10801070102,1,1,0,6,0,0
"VT0005310",10802030103,5,23,0,27,0,3
"VT0005312",10802030103,9,23,0,27,0,3
"VT0005313",10802030103,3,23,0,27,0,3
"VT0005314",10801060206,1,1,0,1,0,0
"VT0005315",10801050106,1,1,0,1,0,0
"VT0005315",10801050203,1,2,0,4,0,2
"VT0005317",10801060502,2,4,0,16,0,0
"VT0005318",10801060601,1,1,0,1,0,0
"VT0005319",10801040402,2,14,0,20,0,3
"VT0005320",10801060207,1,3,0,2,0,0
"VT0005322",10801060207,1,3,0,2,0,0
"VT0005323",10801060502,4,4,0,16,0,0
"VT0005324",10801060502,1,4,0,16,0,0
"VT0005325",10801060502,4,4,0,16,0,0
"VT0005326",10801040402,2,14,0,20,0,3
"VT0005328",10801050103,2,1,0,5,0,0
"VT0005330",10801050501,2,2,0,7,0,0
"VT0005331",10801050402,1,2,0,1,0,1
"VT0005333",10801060505,6,4,0,25,1,0
"VT0005335",10801050104,1,1,0,2,0,0
"VT0005339",10801060305,2,3,0,6,0,0
"VT0005341",10801060305,2,3,0,6,0,0
"VT0005342",10801060304,1,3,0,5,0,0
"VT0005343",10801060206,3,1,0,1,0,0
"VT0005344",41504030403,1,0,0,17,1,1
"VT0005347",41504020109,1,6,0,45,1,4
"VT0005353",10801040302,1,2,0,5,0,1
"VT0005357",10801060502,1,4,0,16,0,0
"VT0005359",10801060502,1,4,0,16,0,0
"VT0005374",10801060207,1,3,0,2,0,0
"VT0005375",10801060207,2,3,0,2,0,0
"VT0005378",41504020109,1,6,0,45,1,4
"VT0005379",41504081204,1,17,0,28,0,7
"VT0005381",10801020301,1,2,0,2,0,0
"VT0005382",10801060201,1,18,0,20,0,2
"VT0005384",10801060201,2,18,0,20,0,2
"VT0005385",41504030602,4,29,0,24,0,2
"VT0005397",41504030502,3,5,0,18,0,1
"VT0005399",10801060505,1,4,0,25,1,0
"VT0005403",41504081202,1,12,0,7,1,2
"VT0005404",10801060207,1,3,0,2,0,0
"VT0005419",10801060205,1,3,0,10,0,1
"VT0005424",10801050503,1,3,0,18,2,0
"VT0005426",41504030701,1,7,0,3,0,0
"VT0005427",10801070102,1,1,0,6,0,0
"VT0005429",41504020109,2,6,0,45,1,4
"VT0005435",41504030504,1,3,0,6,0,0
"VT0005441",10801030205,4,0,0,1,0,1
"VT0005450",41504050202,3,9,0,7,0,0
"VT0005452",10801070501,2,3,0,21,0,2
"VT0005462",10801060501,1,0,0,1,0,0
"VT0005475",10801040402,1,14,0,20,0,3
"VT0005476",41504050201,1,4,0,7,0,0
"VT0005490",10801050202,1,2,0,3,0,0
"VT0005493",41504030403,1,0,0,17,1,1
"VT0005499",41504020107,1,11,0,33,0,2
"VT0005502",41504030102,1,2,0,13,0,0
"VT0005503",10801020102,3,2,0,1,0,0
"VT0005504",41504030502,1,5,0,18,0,1
"VT0005513",41504080602,1,3,0,5,0,8
"VT0005518",41504030101,2,0,0,12,0,1
"VT0005523",41504030602,2,29,0,24,0,2
"VT0005524",41504030502,1,5,0,18,0,1
"VT0005525",41504030502,1,5,0,18,0,1
"VT0005529",41504030103,3,9,0,56,0,2
"VT0005530",41505000101,1,0,0,2,0,0
"VT0005532",10802010501,1,4,0,5,0,4
"VT0005534",41504020109,1,6,0,45,1,4
"VT0005535",41504080901,1,4,0,1,0,0
"VT0005536",10802030103,2,23,0,27,0,3
"VT0005537",10801030204,1,2,0,5,0,0
"VT0005538",41504030602,2,29,0,24,0,2
"VT0005539",10801060201,2,18,0,20,0,2
"VT0005541",10802030103,1,23,0,27,0,3
"VT0005542",10802030103,1,23,0,27,0,3
"VT0005545",10802030103,1,23,0,27,0,3
"VT0005555",10801020104,1,1,0,5,0,0
"VT0005556",41504081204,2,17,0,28,0,7
"VT0005557",41504081604,1,41,0,88,1,21
"VT0005563",10801070304,1,2,0,11,0,0
"VT0005565",41504070105,9,0,0,0,0,1
"VT0005566",41504030102,1,2,0,13,0,0
"VT0005570",41504010306,1,1,0,3,0,1
"VT0005571",10801060201,1,18,0,20,0,2
"VT0005573",41504020105,2,3,0,3,1,0
"VT0005575",10801060201,1,18,0,20,0,2
"VT0005578",10802030103,1,23,0,27,0,3
"VT0005581",10801050401,1,0,0,5,0,1
"VT0005582",10801050401,1,0,0,5,0,1
"VT0005586",10801060207,1,3,0,2,0,0
"VT0005589",41504030502,1,5,0,18,0,1
"VT0005590",10801060201,2,18,0,20,0,2
"VT0005592",10801070306,2,1,0,4,0,2
"VT0005593",41504030501,1,4,0,2,0,0
"VT0005593",41504030502,5,5,0,18,0,1
"VT0005594",41504010304,2,3,0,6,0,0
"VT0005596",41504030504,1,3,0,6,0,0
"VT0005597",10801060201,2,18,0,20,0,2
"VT0005599",10801060304,1,3,0,5,0,0
"VT0005600",10802030103,1,23,0,27,0,3
"VT0005603",10801050104,1,1,0,2,0,0
"VT0005604",41504020107,1,11,0,33,0,2
"VT0005607",41505000102,1,2,0,12,0,1
"VT0005608",41504030502,3,5,0,18,0,1
"VT0005609",10801060502,5,4,0,16,0,0
"VT0005611",41504030602,1,29,0,24,0,2
"VT0005615",10802030103,2,23,0,27,0,3
"VT0005617",41504070402,1,3,0,18,0,4
"VT0005618",10801060201,5,18,0,20,0,2
"VT0005619",10801060201,1,18,0,20,0,2
"VT0005621",10801070505,3,6,0,35,0,2
"VT0005623",10802030103,1,23,0,27,0,3
"VT0005626",10801060201,1,18,0,20,0,2
"VT0005628",20200030605,1,3,0,13,0,3
"VT0005629",10801070304,1,2,0,11,0,0
"VT0005630",10802030103,2,23,0,27,0,3
"VT0005631",10801060201,2,18,0,20,0,2
"VT0005632",41504020107,4,11,0,33,0,2
"VT0005633",10801070304,2,2,0,11,0,0
"VT0005635",10801060502,5,4,0,16,0,0
"VT0005636",10802030103,2,23,0,27,0,3
"VT0005637",10801060502,1,4,0,16,0,0
"VT0005638",10801050401,3,0,0,5,0,1
"VT0005640",41504030702,3,24,0,11,0,0
"VT0005645",20200030605,1,3,0,13,0,3
"VT0005646",20200030201,1,11,0,21,0,0
"VT0005647",10801060201,1,18,0,20,0,2
"VT0005649",10802030103,3,23,0,27,0,3
"VT0005650",41504030602,1,29,0,24,0,2
"VT0005654",41504080902,1,29,0,42,0,5
"VT0005655",41505000501,1,5,0,15,0,0
"VT0005657",41504030502,5,5,0,18,0,1
"VT0006624",10801070504,1,2,0,5,0,0
"VT0006624",10801070505,2,6,0,35,0,2
"VT0020002",41504050306,3,21,0,23,0,3
"VT0020003",10802030103,1,23,0,27,0,3
"VT0020031",10802010501,1,4,0,5,0,4
"VT0020080",41504081204,1,17,0,28,0,7
"VT0020091",20200030203,1,10,0,1,0,2
"VT0020092",41504050107,1,4,0,6,0,0
"VT0020098",41504080801,1,15,0,20,0,1
"VT0020100",10802030103,2,23,0,27,0,3
"VT0020135",41504030502,1,5,0,18,0,1
"VT0020151",10801070303,2,1,0,8,0,0
"VT0020308",10801040304,1,0,0,0,0,0
"VT0020415",41504070503,2,2,0,0,0,1
"VT0020439",41504030602,1,29,0,24,0,2
"VT0020456",10802030103,3,23,0,27,0,3
"VT0020508",10801060502,6,4,0,16,0,0
"VT0020562",41504081204,1,17,0,28,0,7
"VT0020568",41505000403,2,0,0,3,0,0
"VT0020614",41504081604,2,41,0,88,1,21
"VT0020618",10801060502,1,4,0,16,0,0
"VT0020734",20200030803,1,2,0,1,0,3
"VT0020790",10801060501,2,0,0,1,0,0
"VT0020847",10801060302,1,12,0,22,1,1
"VT0020855",41504050202,1,9,0,7,0,0
"VT0020917",10801060502,2,4,0,16,0,0
"VT0020934",10801070504,1,2,0,5,0,0
"VT0020962",10802030103,1,23,0,27,0,3
"VT0020986",10802010501,2,4,0,5,0,4
"VT0020990",20200030201,1,11,0,21,0,0
"VT0020997",41504030504,1,3,0,6,0,0
"VT0021015",41504080602,1,3,0,5,0,8
"VT0021020",41504050305,1,4,0,8,0,2
"VT0021023",10801060201,1,18,0,20,0,2
"VT0021029",10801070402,1,1,0,4,0,2
"VT0021035",10802030103,1,23,0,27,0,3
"VT0021057",10802030103,1,23,0,27,0,3
"VT0021121",41504030502,1,5,0,18,0,1
"VT0021199",41504030602,1,29,0,24,0,2
"VT0021202",41504030101,3,0,0,12,0,1
"VT0021207",41504020107,1,11,0,33,0,2
"VT0021208",41504020107,1,11,0,33,0,2
"VT0021254",10801070304,1,2,0,11,0,0
"VT0021272",10801060502,3,4,0,16,0,0
"VT0021384",10801020203,1,1,0,13,0,0
